Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Control3,Control4,Control5,Control6,Control7,Experimental10,Expeirmental11,Exp12,Exp13,Exp14,Exp15,Exp16,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22
4060,4453,4959,4271,2723,4108,348,1500,3578,4942,4809,1824,1176,280,3726,4996,4315,3642,4427,1450,659,3371,2297,2061,4569,2567,2783,2242,2114,2926,4520,3125,1613,3187,3618,180,2677,2899,3835,1440,3417,575,1284,4327,2756,128,4371,3186,890,1579,3912,2643,3978,723,2490,2365,2226,2953,4994,4893,3415,1640,1272,4043,4142
4061,595,4234,1008,897,1795,812,413,510,878,1010,4963,6,1692,4048,3392,1563,1007,261,2421,1700,4661,1201,2211,1896,1619,2085,3197,4086,2647,3020,3368,3186,2614,2024,2576,3141,3424,3100,4968,3894,3748,3199,930,3046,4222,1485,809,2568,3750,4879,289,635,3970,3399,3774,4388,3150,201,2137,877,4356,477,3771,2036
4062,121,1225,4821,3477,3115,359,3345,3478,4804,820,262,3485,1593,147,907,1127,2495,2296,2711,2985,3682,2723,2309,1402,1140,2008,2272,1011,1144,2941,1895,4944,719,3920,2294,1186,3781,3282,2300,446,3787,2277,3539,2942,729,28,2057,1812,237,2629,664,4644,3881,3862,2719,1058,424,4020,2428,501,2770,4022,2655,4035
4063,1099,4449,3455,163,3666,79,4280,4771,4753,114,340,1675,979,1654,3390,2960,2930,892,2598,2271,449,2569,1849,734,4811,4749,4618,799,2202,2062,4343,2954,2056,4554,3622,2762,4633,723,2647,3484,1297,2521,187,4508,4671,1752,2973,547,203,3869,3868,1244,3354,4394,1640,2918,2613,3609,1899,3220,3021,838,4701,1454
4064,497,2471,590,3230,689,2948,1294,3028,291,2234,743,3843,3196,175,2989,1661,3020,763,1183,4123,4863,4367,484,3072,1387,2758,1285,2587,3824,3182,2130,2971,948,4586,2906,3810,2063,2657,4346,1527,1057,4416,4213,3194,80,974,4465,3139,2772,2581,2330,2312,3814,3307,2401,2240,2067,1683,3454,2500,2100,467,4458,4458
4065,4157,3591,1764,460,4422,834,4391,4264,3765,4790,2984,3839,186,747,546,2470,2262,2861,4985,1584,3730,968,4893,4818,1616,4339,782,2020,1581,4603,1111,2877,3616,4992,961,1984,4910,3202,3566,2999,1379,3820,3981,1858,4273,4183,779,1745,1444,3113,205,246,258,2450,1889,284,589,3654,2927,2870,2707,288,479,3078
4066,2244,2423,4861,1513,663,1313,216,4080,2835,710,912,4443,2034,444,560,3726,4510,2415,3577,1251,456,4031,3922,222,4233,833,2330,1461,1620,1331,2034,2100,3290,265,2203,412,1119,184,2229,4647,1008,2686,760,1418,1681,1951,4772,3721,4874,1675,3118,1359,3021,1272,2730,4075,1934,3654,295,2736,4075,1692,4744,3370
4067,2174,3821,1414,459,1446,2240,3644,4236,3203,180,4625,1158,2866,3916,2286,1797,3553,3113,2263,2650,4733,3472,2827,2047,1089,3496,114,4971,3082,4838,2645,3411,4728,2623,4220,4218,3909,4687,1396,201,1816,4001,805,1686,3320,1337,2060,4340,404,1032,1778,2203,3240,734,1547,1811,3855,4012,3853,3533,1972,1206,2825,4993
4068,3404,2412,4018,4996,4654,1622,818,1364,4218,3682,2593,4003,795,2776,3821,4670,2733,1642,1926,1326,2847,3459,1727,4587,3523,862,2247,1133,3595,2314,1383,1564,383,3383,4773,1975,4289,1946,4,2209,2110,3914,4056,897,3968,3740,4237,1075,3656,2757,595,1587,1569,3196,2814,140,1643,3741,681,1670,3494,2032,2587,1048
4069,938,3273,2508,2593,4019,714,4280,2665,1311,1285,2340,2001,2306,3130,3365,51,2317,1081,886,2664,4654,243,2402,2753,2190,4709,3025,1589,1288,4600,231,964,4030,1698,2105,1646,4387,2800,2121,3300,2704,3666,4566,2068,309,1723,3257,3437,2439,4069,3807,3152,1078,251,805,3042,165,4408,2691,3134,847,2776,417,1720
4070,2226,4763,1103,4225,4160,4392,2960,1796,1041,3621,2991,989,556,3960,3912,2673,685,3711,2810,2066,1086,4484,3998,1537,416,395,2723,3145,2619,2805,3404,3708,2043,151,2060,4631,4711,1623,3179,157,4629,2256,205,3939,740,3249,1035,4396,2255,4662,4379,1625,2146,2403,3287,190,1168,178,4607,4637,3455,4952,1765,655
4071,1288,2794,2304,3188,1702,2050,4155,1439,2687,712,1994,4011,4709,3781,4751,4394,424,491,425,2290,990,2251,714,784,4718,1904,4084,1306,2750,3964,400,893,206,1142,4274,3417,2855,4676,2016,4652,3546,2576,3042,1800,834,1595,2225,3991,2079,4820,3336,1807,1783,3330,4858,3888,3690,1576,1352,4189,3504,30,533,4528
4072,2498,1270,651,1066,2471,3272,1697,599,4342,1927,1414,2214,3790,1629,1969,2587,1265,1802,663,4174,1780,458,2874,3812,211,4295,3461,679,2986,3354,3965,1578,2216,3341,4486,3463,3352,50,1559,583,4682,3085,2919,720,1546,964,2149,3555,2072,3826,1220,3634,1676,3665,3649,1106,3580,3577,2850,2797,1548,4436,3237,2234
4073,4240,2535,1265,2249,1583,3448,3677,3603,248,366,3109,3976,3625,2987,3479,718,3681,758,3337,2716,3802,1758,1487,1693,2358,791,4034,1049,1351,4670,953,4247,4035,1160,2851,2687,4264,3298,920,2550,201,36,1229,1898,4566,2394,1435,609,557,3806,2111,3024,316,47,4664,2066,3749,1972,858,658,4016,2965,2307,3736
4074,3395,2765,589,153,4046,2168,3144,792,1424,770,2160,3454,1211,2903,4522,2557,4293,4948,3257,2932,4291,222,1000,769,3332,1560,4324,1031,3138,4002,4107,4520,4257,2332,2410,4276,4736,2450,129,1161,3820,3713,2690,1691,505,755,4072,2315,1570,3263,4545,3591,136,691,3692,1038,3696,309,4168,1832,3492,4307,4170,4163
4075,2601,324,1861,1181,4611,3935,3414,2078,245,4531,3321,2587,2923,1354,408,314,1498,2348,1163,2608,889,3659,1920,218,3541,511,114,4788,1215,3028,141,4035,4527,558,807,4915,840,476,2312,3657,3218,4711,1349,2122,1912,2032,1667,4910,4443,4951,2399,4933,4486,581,1976,2646,3283,1402,1236,801,1334,266,4528,2567
4076,3768,1561,1222,3605,2900,3413,978,3209,3817,806,2480,2225,3401,3382,424,305,2038,4605,1477,4603,1779,1336,327,2393,4923,4804,2795,4715,3145,3795,1809,3189,2876,382,2775,1937,2688,1439,489,1565,3929,3405,2774,3830,4991,1622,37,500,218,1036,4031,3712,3596,801,4923,349,2492,4311,1988,3392,2654,2145,2272,3388
4077,3872,1157,4029,4420,1225,569,1802,2211,3428,3217,339,2597,2034,4062,1430,4364,1339,2268,3292,2076,3040,4016,3254,1562,4390,1130,1107,1479,736,2431,3809,258,3309,4422,4307,3531,2327,2783,265,806,4439,635,4351,2349,2382,2980,1680,2368,2816,3038,4509,2737,473,2951,4079,2870,3597,4758,4260,1909,2532,2533,554,3438
4078,2734,231,4352,9,3168,136,214,2994,2544,3855,956,1909,1371,692,2910,1480,699,1012,4319,2534,392,3269,1485,3296,4888,2319,1291,4504,3987,557,4425,3141,2852,4661,3044,1324,1774,3108,4905,2550,3868,278,2516,232,401,1829,4313,516,4284,3885,4424,1983,1307,3272,2031,2701,3631,4942,1514,4496,3842,3350,3879,2065
4079,4099,1319,4777,299,175,898,2735,2716,3602,212,3442,2349,4954,2532,447,4110,4164,2750,773,22,87,1271,2301,572,1869,1785,2353,3055,3173,470,1696,1667,4409,3603,1727,1674,3892,2719,4346,2629,470,499,1511,1606,646,3262,2240,4598,1320,3111,1286,1311,2838,725,912,3628,3027,2914,4871,1700,3331,4309,3088,674
4080,4870,4000,4208,2979,1939,3883,4945,3082,1225,1859,1224,815,1037,1160,1222,1989,3013,3728,4060,4130,2272,817,3333,3764,1032,4843,4863,4479,4464,142,1618,3254,1061,3651,4516,323,3,1639,4796,2039,1748,1491,3783,1113,2495,741,3432,4710,4140,3622,2915,12,1935,3387,3132,3169,3692,2366,3896,2164,2510,3589,622,298
4081,4351,286,20,337,2897,3134,3600,1354,4697,4471,3927,16,1364,3820,3673,3515,3018,3650,3711,215,3835,3394,2564,3417,298,1024,156,2816,3365,3627,964,4351,3955,2832,1081,2711,4398,2713,4584,993,4354,4370,1114,3237,2291,3156,110,3497,1016,2961,1235,2208,2801,3241,1813,3852,1358,4921,2699,4809,1846,2545,3398,1221
4082,733,4762,3841,4957,160,2634,1557,2320,3324,3597,3611,2701,4993,488,3014,4700,4917,4163,815,3684,911,2902,2291,954,1628,3020,1777,3890,4111,1737,3944,3476,1529,4824,1774,4633,2477,4423,1655,1240,4815,2326,2943,2029,2115,4524,2247,4281,325,3358,4777,2219,1445,1661,156,2872,1946,3513,1506,3334,2596,995,920,1716
4083,1668,4904,342,4513,2014,2223,4858,2892,993,2612,3739,1732,3583,695,315,3884,40,289,4347,2179,4169,369,2942,3034,601,3937,2866,207,4550,1823,3182,2252,245,4217,3350,3727,2658,2437,4097,852,4577,726,1766,448,661,3372,3709,642,1907,2670,4808,2713,868,4715,3798,4330,1384,4928,459,3015,4635,3627,153,3283
4084,1755,2680,4014,1173,3206,2583,4779,4594,278,838,1522,4192,861,3907,173,1365,883,1213,1392,3961,1493,2537,2229,3572,1229,4165,4982,2868,1234,6,566,3042,1675,3496,4685,2149,922,3633,2452,4551,4514,4644,3207,1231,2661,765,639,875,999,181,88,1670,1761,3184,2478,921,1477,4048,2403,1091,198,1564,2278,3995
4085,3497,3690,2391,3524,2441,994,2379,4339,2655,2768,2534,1726,1170,354,755,1415,2374,162,3644,2335,4670,4427,470,1310,4957,4871,316,402,4400,2766,4657,2007,2128,504,1597,3460,4335,2010,3690,915,482,736,3991,410,4214,4063,4088,2211,737,836,4753,2048,1934,858,508,2086,1411,3360,1647,3051,1605,2149,1070,1246
4086,2109,4701,136,1056,2203,3466,2066,2854,2167,3771,1067,699,2894,3150,4812,990,3466,2931,844,3945,3246,4398,4224,4703,3919,4869,1335,4049,356,3777,1746,445,819,4269,4523,1451,1564,4730,4357,1531,4574,3620,3939,3783,1452,1173,2796,3885,2966,54,1310,2898,2342,4466,4674,3275,1748,4159,352,2330,4837,3135,2000,4537
4087,3614,1634,2890,303,314,1745,400,3228,4553,3160,3550,2447,1718,247,1269,1336,1565,565,1353,4204,468,2966,144,2557,2569,4851,2042,1795,1035,3267,2739,2329,4472,924,3962,649,1457,1636,1922,3035,62,923,4650,1045,1838,1620,4977,3372,4951,4269,146,3288,778,500,213,1508,2081,2604,2848,1980,3523,2652,1088,178
4088,4090,2435,3187,4536,4347,1661,2814,718,3176,2939,2076,4659,4056,3665,3474,3295,1657,2908,4976,2967,4416,2288,4542,1603,1272,2453,1318,3738,4307,4698,1036,2141,1449,1067,2765,1518,697,4493,4131,4169,3514,4719,1400,1148,2666,335,1264,2389,3086,4585,3110,3390,4166,2718,2675,2732,651,833,1551,2910,1021,157,4870,2697
4089,2980,978,1213,2805,4559,3537,2575,2667,940,4803,3516,3699,437,162,4964,4139,1087,1711,628,1953,4078,486,2102,173,1619,4844,2296,3376,990,97,33,317,3676,387,2850,2381,1170,2441,330,2873,860,4043,524,1173,2005,755,647,299,1133,2043,4849,4790,54,4362,2798,2780,1180,3124,162,3277,995,4755,359,2042
4090,1861,3088,1390,4284,2970,2083,4555,1627,909,3214,2778,429,758,3949,338,1121,3558,4800,4991,3467,3690,3950,3627,1656,1502,268,3089,4530,2745,4262,3138,3776,633,2371,4451,3758,2190,2232,3350,930,1525,2894,4048,3556,1690,1799,3578,2090,1352,415,1326,778,2950,4656,1259,4971,3932,3903,605,793,1457,3754,1517,2019
4091,2784,3368,1435,3686,723,488,4494,1145,3959,2405,1787,2158,2117,3453,1013,1700,1340,667,2077,822,3272,3540,791,2952,2844,1602,3048,1720,3015,4832,2732,314,4817,722,4302,2284,948,2888,2065,2865,3846,1056,3523,3022,2202,3436,2755,1914,82,4556,4475,2468,1037,4791,2083,1930,4325,3538,134,752,1689,3437,1237,4186
4092,1230,1664,4076,3157,4044,4505,1159,1578,2702,2698,3348,4551,53,3575,3138,617,451,4275,107,1855,4465,833,1165,4624,1548,516,2928,4256,3613,4195,4782,256,2785,2728,698,1216,2407,331,2981,822,3459,1971,2085,2678,1623,4744,4057,4557,1276,4882,1098,4660,3963,2032,1121,4377,3630,1154,1977,2812,4556,2490,3110,2331
4093,2814,1574,2302,2797,2560,4608,4671,4747,3103,2098,3497,1372,1899,678,4493,4344,529,1425,1205,2133,4986,3442,2675,892,791,421,3237,725,2228,4758,2626,2060,3346,4444,88,4816,1565,1442,405,4900,186,4887,4536,150,847,1854,5000,2580,13,4924,2205,2458,3956,2491,2117,4006,3523,4923,2683,662,478,2896,324,3506
4094,3800,2539,1482,2482,2343,2136,794,2391,1664,2880,1718,4742,798,565,4862,1389,1879,3835,2095,234,2549,3699,404,2920,1459,476,4196,1912,4394,3540,2183,4550,2713,2908,1529,770,4741,3734,1319,705,103,4225,2240,1613,1744,1841,2779,4684,4837,154,4441,2471,3626,3762,2360,3019,1129,1515,2891,4183,4458,3366,4888,1191
4095,2603,2474,3931,307,1549,1771,2374,1984,1818,4773,2848,4229,1099,1773,3320,1669,75,2022,2758,3046,1790,4130,3283,3179,2552,3115,2680,4379,221,896,39,728,605,2596,4058,1280,1778,2734,3604,103,1411,2577,4850,651,4338,2566,3580,3583,3612,1530,466,3118,3214,3011,599,3944,299,668,1571,4663,1143,1238,2453,3810
4096,1104,3881,777,1934,2221,3515,908,3593,2471,1363,4768,3509,2580,4462,639,4548,3857,820,3353,4431,2680,578,1685,1217,1853,2504,3076,1647,2878,3129,495,2680,301,178,389,3126,4842,3518,3295,1010,4922,586,2686,278,1940,4143,2008,1236,3054,3737,3223,2874,2762,918,1083,194,3423,4269,1027,2435,4058,834,3813,1888
4097,3516,450,4147,2111,3132,509,1411,1580,2440,4732,1231,4700,65,3366,3349,1148,2353,925,3738,4676,4751,1053,2516,774,1630,632,2495,2335,4458,3365,3703,516,3035,1791,1251,2344,230,1065,3053,3284,2375,3782,3184,4343,1071,3354,3594,3309,4555,1015,1956,1211,2921,384,4552,2671,66,440,3001,295,1085,2784,2478,2675
4098,4430,1145,2151,3437,2952,4930,4512,2480,1544,4073,4279,2910,783,3160,3770,4034,3255,2404,2860,84,3015,4224,536,662,4474,2825,4438,3022,645,4020,3724,2700,4399,1735,1215,1380,3558,1512,2420,334,324,3103,369,810,1703,2704,3847,2786,723,2659,4379,768,696,3969,1425,2154,3477,2777,1905,2541,1279,4085,3229,3140
4099,3307,2971,1223,239,530,1953,493,1121,572,2541,3509,2633,4576,2647,2046,1029,4415,2706,3151,2016,2750,3729,2673,1979,3422,324,3020,3246,4369,1024,2889,4137,4266,4140,663,521,120,2190,4158,4485,4028,712,713,2177,330,1768,2465,2771,539,1983,2528,3439,758,1624,2415,329,3251,529,4237,3660,2844,1644,38,4675
4100,4296,4015,4332,3706,547,879,2624,4107,2119,1446,3790,267,168,2662,2506,3209,912,313,1135,4573,3198,3009,2381,3663,1564,2460,3007,4752,1695,95,4349,2605,238,3042,3645,2851,4825,1348,3910,1860,3292,1592,3997,799,1808,3305,1339,2511,3426,1373,15,4445,519,3537,675,482,3484,2514,3484,2498,3025,4455,4799,4764
4101,3682,483,2798,3862,3250,2348,786,3758,3259,3487,2952,2355,128,1850,3648,1303,2177,3400,1016,881,2459,4061,2084,3127,2445,1067,1189,1583,281,297,794,905,2208,2962,955,2020,3136,3325,494,3494,4236,3624,2605,1283,2767,3106,4117,3785,3822,2542,843,1908,2416,4794,3683,2933,1863,2567,2896,812,1233,2835,1652,1086
4102,3718,2811,2391,2730,2419,4217,2356,317,3443,1807,4489,3034,2405,4016,4903,1150,4412,4917,1040,4387,715,335,3583,3548,4073,1399,2799,4425,4292,2711,2273,1537,1019,4509,4345,3350,1522,2789,108,2081,1578,983,3331,3396,4735,307,446,4490,92,4090,3367,4476,1553,3359,2618,695,3420,967,2566,3758,4831,720,4131,1133
4103,2845,1165,399,1688,2835,1809,2640,883,3355,2195,987,913,4423,2235,4650,2075,3587,237,1514,2166,3669,3361,1894,3371,3035,2543,4829,629,3003,2225,3793,4240,3060,3003,2763,2934,608,2282,3763,774,2393,2140,2751,2387,1518,2349,4920,2197,4482,2731,2791,3920,1307,1797,562,2881,3826,570,3049,2340,4094,1828,1364,206
4104,1953,1158,899,2742,4622,2763,4805,4458,2415,92,703,2008,2783,2570,137,823,1010,2675,4832,471,2013,2093,3475,3614,318,4767,2161,628,3433,4824,1424,2542,4439,2407,4423,619,3815,4004,2157,4463,1971,609,3840,1785,2917,4554,1139,476,4469,4237,3773,650,1699,1753,233,3969,4514,2352,835,433,3779,1226,525,4115
4105,2411,2925,976,4466,1541,2077,4293,1087,921,3186,153,4626,1911,431,1909,1526,2295,1530,216,4755,1373,670,2715,3679,769,4030,1757,3825,4811,2808,102,4435,629,3892,1348,4973,2384,4973,4461,1829,917,2033,2427,2335,1111,1837,1763,3597,1316,4150,2427,604,4962,1803,2218,4619,711,330,3612,1142,252,4998,379,2807
4106,53,1350,1906,4327,3025,611,4820,3094,4265,1580,1930,2940,2219,1613,515,1765,1703,3996,719,2772,1753,97,4417,4961,1087,2622,385,1487,4678,4679,2149,4741,4433,4008,4857,1061,1212,2616,2731,898,2349,279,4947,2709,4774,3135,286,2845,4825,1992,3738,1680,707,4480,4492,4020,3399,3228,2881,369,2151,117,4518,4458
4107,3090,3208,1200,4941,396,1597,3778,4469,243,509,949,4889,2498,2920,522,10,3807,4214,3049,3034,789,3844,3613,3024,263,3937,4048,3885,4782,1900,4273,325,2285,2616,2225,3255,59,609,4886,1190,2794,2130,3188,1483,18,4782,3296,1899,4201,1501,457,1257,4955,3909,658,1625,4921,1363,1020,48,608,3566,3008,274
4108,275,1174,4029,3015,2330,4809,187,987,575,377,3983,2827,1705,2488,3595,2993,559,3295,4293,3759,3127,2255,755,2790,2434,85,4214,2546,2131,4970,533,21,1226,220,195,180,4444,314,4276,1498,901,763,4733,32,1946,2047,867,1740,1916,3721,966,1971,344,1630,4325,4416,2342,1294,1752,4980,1125,4218,2809,3666
4109,4459,224,668,1585,4742,543,2469,493,2827,2101,2692,2188,2663,3414,252,3356,2411,2639,4741,4038,3980,4528,2163,4507,3752,597,685,3947,1835,2324,3787,143,3400,2717,3631,3113,2800,921,76,3892,776,4662,947,1771,518,3521,2473,3434,4562,1118,2648,4340,1775,1918,4591,4470,4997,752,1836,4474,925,2609,387,4085
4110,3283,4001,2789,1346,610,660,1432,2120,4401,2316,1658,717,4336,4862,268,2064,4035,513,163,4740,4267,2568,2514,419,3574,2718,929,1748,819,4640,242,3271,391,3997,4679,3351,742,78,2559,1504,2202,554,3645,1289,429,3342,1654,4293,1506,3419,4161,2325,648,673,1087,2374,4441,3819,1828,3053,2156,881,733,565
4111,2427,1994,2016,2404,1319,108,4065,1261,1076,1976,129,4226,3732,4604,676,4220,702,1816,977,4327,4405,4945,3049,4689,934,4492,3494,3079,2009,2387,4506,1206,4478,2407,4261,1921,3366,3499,2132,2561,3406,4153,2183,4183,676,51,479,4264,1590,674,4341,1329,966,1779,3255,4805,570,1856,1409,2510,4046,100,1257,2219
4112,3244,836,685,2122,3115,4066,460,1179,3487,2508,4283,2378,166,1015,513,191,4430,2190,4123,2944,1573,1717,183,2389,3251,2196,1050,183,4100,4996,1328,3370,503,718,1500,4969,1961,943,1306,2095,3216,2105,4264,559,511,4771,4471,798,40,606,3573,1949,269,4037,3444,4216,4997,4349,685,1771,1139,170,24,711
4113,1358,2397,3610,908,2540,2762,3810,3889,4942,980,2413,1501,4215,3121,3350,2396,1977,402,3728,2132,2524,348,1665,412,1224,2848,804,3968,4650,761,613,4708,2209,4553,3643,3182,2394,2283,584,3015,4497,2022,4500,4945,2773,3171,2245,1411,128,1076,4765,1066,4731,4493,4477,3403,1878,2163,4008,85,2021,848,3496,4066
4114,3986,4384,1272,1514,1808,1055,870,3318,1349,504,2953,1528,4638,4673,4661,1615,581,3907,409,4200,4599,3636,3064,4574,232,2871,2797,3831,1585,3063,2171,4056,2285,4927,4025,2995,2472,2896,274,2286,831,142,1738,4845,365,3630,743,2700,1347,3538,3210,3770,405,2172,1151,3337,896,1109,4113,1630,609,3045,714,3647
4115,1161,3370,2497,4290,4639,3417,4336,2369,4674,3673,3513,1213,2522,4348,2575,2587,3834,120,4431,4274,4805,2715,2812,1462,153,581,1879,4265,4135,695,2497,2200,1610,1266,1974,502,1604,224,4513,1756,1377,464,255,4457,2398,214,1617,4336,2883,3740,3182,3711,3256,2900,777,1845,143,3718,1833,1527,50,4462,4648,858
4116,3264,3407,1407,1056,2288,1383,2181,1478,2385,3455,3464,3102,3277,1652,4377,3713,2510,3054,3569,833,3579,2340,946,972,4989,754,1236,1499,4413,1834,16,4796,1229,530,2682,2645,3971,561,1393,1836,402,1375,4990,2945,410,3698,1074,4284,1577,1500,694,4971,4716,1677,3287,2515,2898,376,3021,1910,4798,2933,2389,3341
4117,2859,4258,1470,1914,4840,3141,124,3257,4804,285,3962,2719,387,3830,2383,1605,3164,3987,2889,4972,3550,3239,4594,3591,2729,4133,2355,1535,1081,3536,1838,786,2343,2016,1569,2667,641,2852,4544,2060,4546,3924,1804,4727,3357,1242,4306,2433,665,963,2515,3047,942,1160,4535,432,1162,4336,1711,2264,931,1528,4389,3291
4118,4117,1446,4126,1272,4966,1824,2655,4047,396,110,3318,1290,1443,2547,1257,1292,1605,4536,3393,662,4044,4863,1494,1759,1910,1135,1029,2620,3083,2202,2175,882,1159,2742,4587,3003,4601,4810,4010,2468,1013,4398,3466,2846,3096,3551,1272,2188,2365,1189,1738,4322,4344,2677,3983,652,4177,3048,2146,1148,672,3149,364,3495
4119,4768,2452,3967,3134,3245,2884,1538,3014,390,2320,1911,863,2342,1119,4740,2184,4754,2054,4259,4200,2283,49,1547,3352,4415,1783,1115,1031,2260,3764,1490,4056,565,2286,1185,1965,2545,2070,2,4074,3826,1157,2778,2788,509,3933,1880,4280,2475,2338,4145,1444,163,2145,4515,3173,869,4030,2003,3457,4007,1904,11,2136
4120,3561,2713,2239,3550,4768,1744,25,719,2017,3591,4143,2052,3200,178,4535,4137,969,4362,1475,3345,3424,2515,1358,4665,4196,4598,2399,364,3651,3924,4394,203,4319,2523,4780,724,4581,4341,2184,4442,3140,2569,3976,880,4759,2875,2503,1168,1663,789,2087,3930,775,3069,2129,4764,2643,3854,4029,3247,1970,4322,4897,3792
4121,2294,2551,3079,2383,2100,913,217,1978,4949,3261,8,407,1613,2394,381,1988,4548,384,2033,693,3979,786,3432,4526,3754,1037,4540,4840,3141,4019,3373,2794,3205,2230,3206,2632,2261,671,4580,3643,2388,1550,2422,4213,2625,2521,3386,2728,3268,4880,2940,981,1319,4403,2913,311,2834,4456,4083,4231,93,2197,2058,1195
4122,4140,4381,2139,134,4408,2265,4442,3544,447,257,151,2,4808,2530,3899,3830,4600,3122,3757,1828,2630,4698,954,2396,384,2282,1129,4418,715,1766,4759,1510,2947,3754,1429,2651,4882,3956,1072,3641,2757,267,4129,1108,4129,3624,803,2777,615,4083,2274,3593,4296,4912,3476,4165,4963,3717,1376,489,3113,2812,2963,1863
4123,1971,636,2000,4301,4234,1993,3182,3242,886,3904,1723,2829,2520,1574,3019,1815,4833,1047,3349,4465,827,3931,344,3159,1180,3807,2020,3234,784,327,4553,2641,3592,271,3339,2419,2696,3662,2966,3405,1930,4870,3212,2889,2001,974,1487,2911,1040,2128,505,1918,1774,50,4329,4780,4675,4335,758,4902,4966,3470,1944,86
4124,4516,1103,4509,91,459,4634,4754,847,3882,29,43,1096,2632,758,4704,1999,532,412,4268,4358,1425,554,2117,1097,1044,4718,3189,1669,2936,1951,4930,2617,2188,2508,1401,2369,2120,4745,4675,2991,2661,4762,3582,2736,3581,435,999,4070,4817,705,22,451,4444,3413,3331,3146,2375,4873,3076,1757,2629,2298,2030,2666
4125,4694,1102,953,4696,1627,2072,3483,1265,4752,668,1126,3624,4633,2961,3880,3127,2769,4533,3086,3403,3775,1789,4696,1382,1271,3093,3925,3224,1775,2615,4557,958,698,3584,689,4557,2101,3543,3495,1986,1049,3876,2288,258,3193,1293,312,4669,2608,3470,1071,1268,2763,734,2988,4070,2615,4693,4261,210,1091,1407,3298,1460
4126,401,4349,562,572,3428,1403,1807,879,2002,1082,421,4210,2878,3942,4958,790,598,810,4344,1864,2415,1221,1222,2418,2760,3187,3248,2901,2957,3307,2603,3532,3365,3650,383,4601,1526,1786,2131,1827,1443,424,4660,4029,2276,1293,4418,2195,364,3358,3084,2227,702,4675,3494,15,349,3438,162,3095,2295,213,2505,3611
4127,1330,3427,2262,369,787,3401,2056,1844,3944,210,2780,3439,179,2363,746,728,797,3228,2167,1260,4132,3666,4498,4784,499,3883,1457,2716,2859,1491,1341,3854,1897,3322,3125,4943,447,1407,3179,2024,558,1504,3548,3763,1562,2054,3201,2759,2869,749,110,591,577,2269,414,2932,3669,3001,2573,1441,4373,2023,4548,2776
4128,2863,3704,4245,3735,2852,1623,4111,159,4237,1980,4847,3613,1608,407,803,977,3210,3913,3490,2604,2351,796,4458,2200,1674,1580,2810,1660,2186,4254,4206,4485,1812,1844,1664,2766,2086,3609,310,70,4466,2092,398,1662,2330,3048,1846,3459,4357,1528,2585,4594,2787,4326,2589,3239,1956,910,955,2061,1170,3388,873,4271
4129,4368,2126,4706,1562,4045,1460,2659,2672,4848,992,4331,4847,4511,2230,4809,4929,2357,1150,4730,409,1910,700,4976,2508,1690,1042,465,2780,4622,4740,1087,3129,539,4571,4522,4840,3429,3405,4263,2980,4723,4606,4657,3111,556,1841,4200,601,3925,2035,4061,4932,4982,11,1826,3502,3175,991,306,1723,3913,1841,2870,4675
4130,2918,86,4491,47,1993,40,1061,128,2742,1874,916,4837,1699,1437,4085,986,3714,4574,2647,721,2469,3022,2034,4270,3037,2449,1749,2561,29,222,1907,1880,4290,3517,4409,4916,683,4936,3696,2634,3501,3052,2177,2476,3123,4568,4575,2214,2646,3002,429,1171,1865,3605,517,4897,1990,3548,366,4047,801,2611,1937,1848
4131,967,3213,2362,4364,3460,4263,3453,361,819,4961,2081,1976,4626,4556,3856,595,1042,2408,1849,4812,220,4120,110,939,1630,4350,3014,1324,932,2557,106,3940,238,375,3151,3451,4827,1979,3689,740,600,1152,1576,1935,67,2616,4341,3908,3027,2545,4822,1237,1504,3383,1303,213,2287,1437,3002,4185,291,4464,4272,449
4132,4153,590,2065,4141,2329,1090,3016,3507,2972,183,1181,1085,1871,2296,3020,3119,3702,1437,2403,41,4944,115,1099,4616,667,3972,4093,3175,2724,2145,704,2349,4972,4168,2453,3189,4277,2314,380,2069,2887,1096,2486,3874,2624,2507,2948,3300,936,1807,4092,4036,86,4160,402,4459,4629,3366,4247,3243,3599,690,2591,1119
4133,746,2616,4030,744,2370,3923,2438,2856,779,201,4897,3740,1121,3737,1929,3253,3215,4102,2118,3461,513,1093,3095,1883,1419,4328,3980,3292,1891,673,259,2604,83,4959,2770,2844,3022,1068,2443,2039,880,1255,185,890,4118,4426,4634,3157,3910,4427,256,838,430,3556,3399,3272,4178,2800,3956,1202,2791,4094,357,308
4134,2700,4448,2789,1989,933,4544,3529,4182,143,3755,240,4754,4959,1636,2121,4113,564,4636,3902,4922,4997,3650,144,1201,111,1784,4937,2133,4760,1617,1134,840,388,3304,3739,4240,3103,4796,2689,1565,3843,467,4680,283,1389,4686,1885,2912,1040,3907,1190,2612,3972,1053,499,4166,1169,4488,430,2164,4617,2437,3267,3619
